,SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,CREDIT_INCOME_PERCENT,ANNUITY_INCOME_PERCENT,CREDIT_TERM,DAYS_EMPLOYED_PERCENT,NB_PREVIOUS_APPLICATION,APPROVED_RATE_PREVIOUS
40474,397928,Cash loans,M,N,Y,1,162000.0,853200.0,27652.5,675000.0,Unaccompanied,Working,Higher education,Married,With parents,0.016612,10570,-2874,-5259.0,-2871,,1,1,1,1,1,0,Laborers,3.0,2,2,THURSDAY,13,0,0,0,0,0,0,Industry: type 3,0.1882156779667809,0.6115276087049188,0.5937175866150576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-564.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,1.0,5.266666666666667,0.17069444444444445,0.03241033755274261,-0.2719016083254494,8.0,1.0
47644,448209,Cash loans,M,Y,N,0,495000.0,2085120.0,72607.5,1800000.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.032561,21685,365243,-4089.0,-5179,17.0,1,0,0,1,0,0,,1.0,1,1,WEDNESDAY,16,0,0,0,0,0,0,XNA,0.7614616775357248,0.7862638442232677,0.0806495443214359,0.1505,0.0974,0.9935,0.9048,0.0036,0.1464,0.1262,0.375,0.4167,0.018,0.1227,0.1329,0.0025,0.0024,0.1669999999999999,0.1081,0.9935,0.9085,0.0036,0.1611,0.1379,0.375,0.4167,0.0196,0.146,0.1707,0.0,0.0,0.1655,0.1042,0.9935,0.9061,0.0036,0.16,0.1379,0.375,0.4167,0.0195,0.136,0.1668,0.0,0.0,org spec account,block of flats,0.1308,Panel,No,12.0,0.0,12.0,0.0,-2029.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,4.212363636363636,0.1466818181818182,0.03482173687845304,16.843117362231958,1.0,1.0
4537,132453,Cash loans,F,N,Y,0,180000.0,900000.0,50386.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,17060,-631,-1777.0,-586,,1,1,0,1,0,0,Managers,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.7288192002871039,0.6734871148066611,0.5082869913916046,0.1072,,0.9975,0.966,,0.08,0.0345,0.5833,,0.0,,0.1217,,0.0299,0.1092,,0.9975,0.9673,,0.0806,0.0345,0.5833,,0.0,,0.1268,,0.0316,0.1083,,0.9975,0.9665,,0.08,0.0345,0.5833,,0.0,,0.1239,,0.0305,,block of flats,0.1022,"Stone, brick",No,0.0,0.0,0.0,0.0,-1041.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.279925,0.055985,-0.03698710433763189,3.0,1.0
27468,300411,Cash loans,F,N,Y,0,157500.0,194922.0,18004.5,157500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.025164,16952,-2139,-6078.0,-489,,1,1,0,1,0,0,,2.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Business Entity Type 2,0.511969231089314,0.2039982429844458,0.7366226976503176,0.0825,0.0791,0.9752,0.66,0.0379,0.0,0.1379,0.1667,0.2083,0.0,0.0672,0.0724,0.0,0.0,0.084,0.0821,0.9752,0.6733,0.0382,0.0,0.1379,0.1667,0.2083,0.0,0.0735,0.0754,0.0,0.0,0.0833,0.0791,0.9752,0.6645,0.0381,0.0,0.1379,0.1667,0.2083,0.0,0.0684,0.0737,0.0,0.0,reg oper account,block of flats,0.0777,Block,No,0.0,0.0,0.0,0.0,-287.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,1.2376,0.11431428571428572,0.09236771631729615,-0.1261798017932987,6.0,0.75
35310,358427,Cash loans,F,Y,Y,0,225000.0,498384.0,48681.0,459000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.016612,13721,-1081,-2232.0,-5595,9.0,1,1,0,1,0,0,,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.4191929846128616,0.7706094836686401,0.7338145369642702,0.0814,0.0248,0.9965,0.9524,0.0,0.08,0.0345,0.6667,0.7083,0.0079,0.0639,0.0824,0.0116,0.0171,0.083,0.0258,0.9965,0.9543,0.0,0.0806,0.0345,0.6667,0.7083,0.0081,0.0698,0.0859,0.0117,0.0181,0.0822,0.0248,0.9965,0.953,0.0,0.08,0.0345,0.6667,0.7083,0.008,0.065,0.0839,0.0116,0.0175,reg oper spec account,block of flats,0.0943,Monolithic,No,8.0,0.0,8.0,0.0,-1086.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,2.21504,0.21636,0.09767769430800347,-0.07878434516434663,16.0,0.625
10482,176088,Cash loans,F,N,Y,0,180000.0,558706.5,48082.5,495000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,16458,-1753,-10197.0,-7,,1,1,0,1,0,1,,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,,0.5427359504643329,0.4848514754962666,0.1856,0.106,0.9861,0.8096,0.0333,0.2,0.1724,0.3333,0.375,0.0406,0.1513,0.1885,0.0,0.0009,0.1891,0.11,0.9861,0.8171,0.0336,0.2014,0.1724,0.3333,0.375,0.0416,0.1653,0.1964,0.0,0.001,0.1874,0.106,0.9861,0.8121,0.0336,0.2,0.1724,0.3333,0.375,0.0413,0.1539,0.1919,0.0,0.0009,reg oper spec account,block of flats,0.1483,Panel,No,1.0,1.0,1.0,1.0,-514.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,3.103925,0.267125,0.08606039127878412,-0.10651354964151173,5.0,0.75
8144,159707,Cash loans,F,N,Y,1,112500.0,573408.0,25389.0,495000.0,Family,Working,Higher education,Married,House / apartment,0.010966,13301,-6668,-1374.0,-979,,1,1,0,1,0,0,Secretaries,3.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Other,0.6942306540979774,0.6189556810884801,0.5691487713619409,0.1686,0.1099,0.9876,0.7212,0.04,0.16,0.1207,0.4375,0.0417,0.1251,0.1656,0.1168,0.0347,0.201,0.1166,0.0509,0.9796,0.7321,0.0404,0.0806,0.0345,0.3333,0.0417,0.0892,0.1809,0.0435,0.035,0.1689,0.1702,0.1099,0.9876,0.7249,0.0403,0.16,0.1207,0.4375,0.0417,0.1273,0.1685,0.1189,0.0349,0.2052,org spec account,block of flats,0.2255,"Stone, brick",No,3.0,0.0,2.0,0.0,-2260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,5.09696,0.22568,0.044277373179306884,-0.5013156905495827,7.0,0.8333333333333334
30969,325070,Cash loans,F,Y,Y,0,81000.0,225000.0,17905.5,225000.0,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.018209,17850,-531,-5425.0,-1371,18.0,1,1,1,1,1,0,Medicine staff,2.0,3,3,TUESDAY,7,0,0,0,0,1,1,Business Entity Type 3,0.5477186795994661,0.2453495532540649,0.7165702448010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.7777777777777777,0.22105555555555556,0.07958,-0.029747899159663867,2.0,0.5
31142,326299,Cash loans,M,N,Y,0,180000.0,450000.0,18918.0,450000.0,Unaccompanied,Working,Higher education,Single / not married,Rented apartment,0.0084739999999999,10411,-479,-1618.0,-2093,,1,1,0,1,0,0,Core staff,1.0,2,2,TUESDAY,10,1,1,0,0,0,0,Bank,0.1584816301160595,0.3861097406666829,0.3740208032583212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.5,0.1051,0.04204,-0.04600902891172798,3.0,1.0
100,100763,Cash loans,F,Y,Y,0,157500.0,571486.5,24340.5,454500.0,Family,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0.010147,11053,-1372,-891.0,-3299,2.0,1,1,1,1,1,0,,2.0,2,2,THURSDAY,16,0,1,1,0,1,1,Business Entity Type 3,,0.2144856498196455,0.7922644738669378,0.101,0.1313,0.9841,,,0.0,0.2759,0.1667,,0.0947,,0.1033,,0.1499,0.1029,0.1362,0.9841,,,0.0,0.2759,0.1667,,0.0968,,0.1076,,0.1587,0.102,0.1313,0.9841,,,0.0,0.2759,0.1667,,0.0963,,0.1051,,0.1531,,block of flats,0.0807,"Stone, brick",No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,3.628485714285714,0.15454285714285715,0.042591557280880654,-0.12412919569347688,3.0,1.0
47537,447504,Cash loans,F,N,N,0,112500.0,360000.0,17316.0,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018801,21434,365243,-8199.0,-4305,,1,0,0,1,1,0,,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,XNA,0.7699717195119996,0.6141685060372737,0.6161216908872079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-332.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,3.2,0.15392,0.0481,17.04035644303443,1.0,1.0
14072,201663,Cash loans,F,N,N,0,135000.0,206059.5,18895.5,166500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.019101,21375,365243,-9393.0,-2944,,1,0,0,1,0,0,,1.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,XNA,0.5045881873414713,0.4403051834028169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-2663.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1.5263666666666666,0.13996666666666666,0.09169924220916774,17.087391812865498,4.0,0.75
6309,146184,Cash loans,F,Y,Y,0,202500.0,175500.0,7506.0,175500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,22367,365243,-2118.0,-4259,15.0,1,0,0,1,1,0,,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,XNA,,0.4374671794094373,0.5602843280409464,0.1021,0.046,0.9851,0.7959999999999999,0.026,0.0,0.0345,0.1667,0.2083,0.0442,0.0807,0.0269,0.0116,0.0042,0.104,0.0478,0.9851,0.804,0.0263,0.0,0.0345,0.1667,0.2083,0.0452,0.0882,0.028,0.0117,0.0044,0.1031,0.046,0.9851,0.7987,0.0262,0.0,0.0345,0.1667,0.2083,0.045,0.0821,0.0274,0.0116,0.0042,reg oper account,block of flats,0.0461,"Stone, brick",No,0.0,0.0,0.0,0.0,-2359.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,7.0,0.8666666666666667,0.037066666666666664,0.04276923076923077,16.329547994813787,20.0,0.5
43952,420622,Cash loans,M,Y,N,0,202500.0,180000.0,18900.0,180000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,With parents,0.010006,10402,-2643,-2847.0,-2903,1.0,1,1,0,1,0,0,,1.0,2,1,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 2,,0.4184011898048119,0.3774042489507649,0.0124,0.0,0.9781,,,0.0,0.069,0.0417,,0.0,,0.0099,,0.0,0.0126,0.0,0.9782,,,0.0,0.069,0.0417,,0.0,,0.0103,,0.0,0.0125,0.0,0.9781,,,0.0,0.069,0.0417,,0.0,,0.0101,,0.0,,block of flats,0.0084,Wooden,No,1.0,0.0,1.0,0.0,-203.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.8888888888888888,0.09333333333333334,0.105,-0.25408575273985773,4.0,0.75
6748,149540,Cash loans,M,N,Y,0,135000.0,583834.5,31801.5,504000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,19191,-1175,-3641.0,-2721,,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.7541913781546951,,0.2959,0.1651,0.9771,0.6872,0.0997,0.32,0.2759,0.3333,0.375,0.2649,0.2412,0.294,0.0,0.0,0.3015,0.1713,0.9772,0.6994,0.1006,0.3222,0.2759,0.3333,0.375,0.2709,0.2635,0.3063,0.0,0.0,0.2987,0.1651,0.9771,0.6914,0.1003,0.32,0.2759,0.3333,0.375,0.2695,0.2454,0.2993,0.0,0.0,reg oper account,block of flats,0.2858,Panel,No,0.0,0.0,0.0,0.0,-971.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,4.3247,0.23556666666666667,0.054470059580240635,-0.06122661664321818,5.0,0.6666666666666666
38251,381047,Cash loans,M,N,N,0,180000.0,345510.0,17640.0,247500.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.006233,20548,365243,-5895.0,-4089,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.6358738171555267,0.2837118826350007,0.0371,0.0227,0.9901,,,0.04,0.0345,0.3333,,0.0161,,0.0271,,0.002,0.0378,0.0236,0.9901,,,0.0403,0.0345,0.3333,,0.0165,,0.0283,,0.0021,0.0375,0.0227,0.9901,,,0.04,0.0345,0.3333,,0.0164,,0.0276,,0.0021,,block of flats,0.0317,Panel,No,4.0,0.0,4.0,0.0,-2270.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,1.9195,0.098,0.05105496222974733,17.775111933034847,6.0,0.75
47717,448728,Cash loans,F,Y,Y,0,112500.0,247275.0,22680.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,11126,-531,-1002.0,-3760,3.0,1,1,0,1,0,1,,2.0,2,2,TUESDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.5059139670612672,0.5005704404285789,0.3656165070113335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-362.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.198,0.2016,0.09171974522292993,-0.04772604709689017,1.0,1.0
37117,371508,Cash loans,M,N,N,0,270000.0,675000.0,34465.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.009334,20050,-4160,-11061.0,-3441,,1,1,0,1,0,0,Laborers,2.0,2,2,MONDAY,15,0,0,0,0,1,1,Housing,0.6092122764970833,0.5885460313101485,0.5352762504724826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1701.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,0.12765,0.05106,-0.20748129675810473,3.0,1.0
30130,319198,Cash loans,M,N,Y,1,450000.0,900000.0,29164.5,900000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,16944,-2582,-5775.0,-488,,1,1,0,1,1,0,Managers,3.0,1,1,WEDNESDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.7052394042260824,0.6407708074436358,0.2707073872651806,0.1845,0.0951,0.9757,0.6668,,0.14,0.1034,0.3958,,0.0,,,,,0.188,0.0987,0.9757,0.6798,,0.0806,0.0345,0.3333,,0.0,,,,,0.1863,0.0951,0.9757,0.6713,,0.14,0.1034,0.3958,,0.0,,,,,,block of flats,0.1445,Block,No,2.0,0.0,2.0,0.0,-657.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.06481,0.032405,-0.15238432483474976,1.0,1.0
13545,198128,Cash loans,F,N,Y,0,121500.0,229500.0,24228.0,229500.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.028663,13357,-4493,-4161.0,-4174,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,8,0,0,0,0,1,1,Industry: type 3,,0.2272164354172916,0.7801436381572275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1487.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.8888888888888888,0.1994074074074074,0.10556862745098039,-0.33637792917571313,6.0,0.4
6368,146574,Cash loans,F,N,Y,3,360000.0,671652.0,37633.5,607500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,13597,-1124,-3322.0,-689,,1,1,0,1,0,0,High skill tech staff,5.0,2,2,SATURDAY,10,0,0,0,0,1,1,Business Entity Type 2,0.5332389059579241,0.4717027003587439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-868.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1.8657,0.1045375,0.05603124832502546,-0.0826652938148121,2.0,1.0
3436,124206,Cash loans,F,N,Y,0,180000.0,679896.0,48483.0,630000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.010006,22330,365243,-5520.0,-5570,,1,0,0,1,0,1,,1.0,2,1,TUESDAY,13,0,0,0,0,0,0,XNA,,0.7919659417119583,0.6986675550534175,0.1227,0.1493,0.9831,0.7688,0.0952,0.0,0.2759,0.1667,0.2083,0.1382,0.1,0.1098,0.0,0.0,0.125,0.155,0.9831,0.7779,0.0961,0.0,0.2759,0.1667,0.2083,0.1413,0.1093,0.1144,0.0,0.0,0.1239,0.1493,0.9831,0.7719,0.0958,0.0,0.2759,0.1667,0.2083,0.1406,0.1018,0.1118,0.0,0.0,reg oper account,block of flats,0.1415,"Stone, brick",No,0.0,0.0,0.0,0.0,-2786.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,3.7772,0.26935,0.07130943556073281,16.356605463502014,9.0,0.7777777777777778
17327,225621,Cash loans,F,N,Y,0,180000.0,525735.0,39307.5,450000.0,Unaccompanied,State servant,Secondary / secondary special,Widow,House / apartment,0.04622,23617,-3221,-3214.0,-3218,,1,1,1,1,0,0,Laborers,1.0,1,1,WEDNESDAY,13,0,1,1,0,1,1,Transport: type 4,,0.4911901596875963,0.3979463219016906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1778.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.92075,0.218375,0.0747667551142686,-0.1363848075538807,3.0,1.0
14227,202610,Cash loans,F,N,Y,0,171000.0,817560.0,30951.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,18196,-6166,-3573.0,-1745,,1,1,0,1,0,0,Medicine staff,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,Medicine,0.5240211549946662,0.7334104923809985,0.2250868621163805,0.0722,,0.9762,0.6736,0.0286,0.0,0.1379,0.1667,0.0417,0.0207,0.0588,0.0657,0.0,0.0,0.0735,,0.9762,0.6864,0.0289,0.0,0.1379,0.1667,0.0417,0.0212,0.0643,0.0685,0.0,0.0,0.0729,,0.9762,0.6779999999999999,0.0288,0.0,0.1379,0.1667,0.0417,0.0211,0.0599,0.0669,0.0,0.0,reg oper spec account,block of flats,0.0674,"Stone, brick",No,0.0,0.0,0.0,0.0,-485.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4.781052631578947,0.181,0.03785777190664905,-0.33886568476588264,1.0,1.0
23719,272516,Cash loans,F,N,Y,0,292500.0,773955.0,29308.5,639000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.00702,16671,-7821,-3993.0,-214,,1,1,0,1,0,0,Sales staff,1.0,2,2,MONDAY,13,0,0,0,0,0,0,Self-employed,,0.8549996664047012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2.646,0.1002,0.037868480725623585,-0.46913802411373046,9.0,0.7142857142857143
21498,255974,Cash loans,F,N,Y,1,225000.0,962370.0,74605.5,900000.0,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,0.072508,15845,-668,-5350.0,-418,,1,1,0,1,1,0,Core staff,3.0,1,1,SUNDAY,12,0,1,1,0,0,0,Realtor,,0.7192204054932801,0.3996756156233169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-735.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.2772,0.33158,0.07752267838773029,-0.042158409592931524,4.0,1.0
28564,308403,Cash loans,F,N,N,0,450000.0,479700.0,49284.0,450000.0,Unaccompanied,State servant,Higher education,Separated,Municipal apartment,0.072508,16598,-691,-10412.0,-130,,1,1,0,1,1,1,Managers,1.0,1,1,SATURDAY,11,0,0,0,0,0,0,School,0.8240223737663414,0.7227045560661299,0.746300213050371,0.182,0.1712,0.9806,0.7348,0.0,0.2,0.0862,0.5833,0.0417,0.2646,0.1484,0.1821,0.0,0.0007,0.1029,0.1157,0.9782,0.7125,0.0,0.0806,0.0345,0.5417,0.0417,0.1515,0.09,0.0872,0.0,0.0,0.1837,0.1712,0.9806,0.7383,0.0,0.2,0.0862,0.5833,0.0417,0.2692,0.1509,0.1854,0.0,0.0007,reg oper account,block of flats,0.2209,Block,No,0.0,0.0,0.0,0.0,-2722.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0,1.066,0.10952,0.10273921200750469,-0.04163152187010483,6.0,1.0
37037,370953,Cash loans,F,N,Y,3,157500.0,457312.5,28107.0,373500.0,Unaccompanied,State servant,Lower secondary,Married,House / apartment,0.006629,12571,-4841,-544.0,-540,,1,1,0,1,0,1,Core staff,5.0,2,2,TUESDAY,8,0,0,0,0,0,0,Kindergarten,0.480442124756524,0.7589276138694502,0.8327850252992314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-786.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.9035714285714285,0.17845714285714287,0.061461254612546125,-0.3850926736138732,1.0,1.0
